post_id	thread_id	comment_text	label	prev_post_id	prev_post_label	prev_post_text	prev_sim	distance_score	thread_sim	RuncountNeg	RuncountPos	DistanceLbl0	DistanceLbl1	RelRuncount
post_7921148	post_2904009	u have some very uneducated advice if i ever heard any!!! there is mercury in vaccines!!!!! And Im currently vaccine injured from the Dtap!! u really need to do ur research or get ur info in the right places!!!	1	post_2918306	0.0	"I know this subject is a real minefield.I think vaccines are a good thing.But what about gulf war syndrome?    Are those soldiers mad too.I have food intolerances.    Some people think they don't exist either.    But if I eat certain foods I become ill.We also have hemochromatosis in our family.    That is genetic.    For those in my family who have it	 it means their body cannot process iron and get it out of the body so it builds up and causes liver damage and other symptoms that are irreversable.    The 'cure' is to not eat foods containing iron and to regularly have blood taken to dilute the iron content within the body systems.I also have many family members who cannot take any drugs because they have extreme reactions to them and I mean 'extreme' reactions.So	 to me	 it seems logical that if some people have adverse reactions to some things it is quite possible that some people may have adverse reactions to vaccines.    In the same way that some people are allergic to cats	 but the vast majority of people aren't. In the same way that some people take ectasy and are okay but another person takes a tab and dies	 in the same way that skunk is suspected of causing/triggering skizophrenia in some adults but not in others.I don't think vaccines cause autism.    I don't think you can recover from autism or cure autism.    I think autism is what you are.I just wish people would consider the 'what if'.    As I said	 I am for vaccines.    I am also for allowing kids to get dirty and get ill	 that is what the immune system is for.But for all those people who are so pro-vaccine	 I can bet a million dollars that if autism turned up in your child you would begin to question everything.    That is healthy.There is no answer to this debate other than find out the correct information about vaccines	 look at your family history and make the decision.    Whatever you decide you have to live with the consequences of that.I have had my children vaccinated.    One of my children is on the autistic spectrum.    If I had another child	 (which I doubt)	 I probably would vaccinate but at a later date.    That may make no sense to anyone else	 but that is my opinion.It is a similar question as to whether	 having had a child on the spectrum	 would you consider an abortion if you became pregnant again.    Everyone would have their own individual opinon on that	 varying from one extreme to the other.    I am just trying to be honest as to how I feel.    I am not trying to convert anyone to my way of thinking."	0.5183457732200623	7	0.5903527736663818	4	2	0	4	28.57142857142857
post_7921164	post_2904009	"by the way Im a mother of four and child #4 is vaccine free	 so I do have children and my info on vaccines are FACTS!!"	1	post_7921148	1.0	u have some very uneducated advice if i ever heard any!!! there is mercury in vaccines!!!!! And Im currently vaccine injured from the Dtap!! u really need to do ur research or get ur info in the right places!!!	0.6058359146118164	8	0.47586992383003235	4	3	1	4	37.5
post_2195823	post_2195032	"The option of chemo and/or radiotherapy is based on the pathology results of the tumour. Your Mum should ask for a copy of the pathology report	 as this will define her individual parameters.    It may seem at first like a foreign langugage	 but once you have it	 you can come back here for us to interpret.If the tumour was over 1 cm	 my breast care centre of excellence always recommends chemo and radiotherapy. Similarly	 if the cancer has already spread to the axilla (armpit)	 this shows the cancer is on the move and chemoo will be advised.     As an example	 I had a 2 cm invasive ductal tumour with associated DCIS (ductal carcinoma in situ) and 4/18 lymph nodes positive for bc. I too wondered why I needed both chemo and radiotherapy. My Oncologist explained that as the cancer had already spread to the lymph nodes	 microscopic cancer cells may have spread to other organs i.e. lungs	bones	liver or spine and the chemo is to kill these cells. Radiotherapy is to zap any remaining cancer cells in the breast and axilla.     If there is no spread from the breast	 then radiotherapy alone is usually advised.Your Mum should also know:What is the hormone status of the tumour? Er (estrogen)	 PR (progesterone) and HER2.If she is post menopausal and has ER/PR+ cancer	 she should be prescribed Arimidex. If pre-menopausal	 tamoxifen.If HER2+ Herceptin witll be prescribed.The type of chemo (there are many) will be decided by the Oncologist for her individual case.After my surgeries (lumpectomy and then total axillary removal) I had a bone scan	 liver scan and chest x-ray to make sure there was no spread to these organs. Thankfully it had not. I had 6 rounds of FEC chemo	 every 3 weeks	 then 25 rads - daily Mon-Fri with a break at weekends. My cancer was diagnosed almost 5 yrs ago and I believe there are newer chemo therapies. Thankfully	 I have had no recurrence.I don't know if this is the information you want - if not	 come back and one of us will try and answer your questions.Hope your Mum soon feels better.Liz."	0					1	0.6772162914276123	0	0	999	0	0.0
post_2195826	post_2195032	"P.S.Your Mum should also ask what the size of the tumour was	 the stage and grade.Liz."	0	post_2195823	0.0	"The option of chemo and/or radiotherapy is based on the pathology results of the tumour. Your Mum should ask for a copy of the pathology report	 as this will define her individual parameters.    It may seem at first like a foreign langugage	 but once you have it	 you can come back here for us to interpret.If the tumour was over 1 cm	 my breast care centre of excellence always recommends chemo and radiotherapy. Similarly	 if the cancer has already spread to the axilla (armpit)	 this shows the cancer is on the move and chemoo will be advised.     As an example	 I had a 2 cm invasive ductal tumour with associated DCIS (ductal carcinoma in situ) and 4/18 lymph nodes positive for bc. I too wondered why I needed both chemo and radiotherapy. My Oncologist explained that as the cancer had already spread to the lymph nodes	 microscopic cancer cells may have spread to other organs i.e. lungs	bones	liver or spine and the chemo is to kill these cells. Radiotherapy is to zap any remaining cancer cells in the breast and axilla.     If there is no spread from the breast	 then radiotherapy alone is usually advised.Your Mum should also know:What is the hormone status of the tumour? Er (estrogen)	 PR (progesterone) and HER2.If she is post menopausal and has ER/PR+ cancer	 she should be prescribed Arimidex. If pre-menopausal	 tamoxifen.If HER2+ Herceptin witll be prescribed.The type of chemo (there are many) will be decided by the Oncologist for her individual case.After my surgeries (lumpectomy and then total axillary removal) I had a bone scan	 liver scan and chest x-ray to make sure there was no spread to these organs. Thankfully it had not. I had 6 rounds of FEC chemo	 every 3 weeks	 then 25 rads - daily Mon-Fri with a break at weekends. My cancer was diagnosed almost 5 yrs ago and I believe there are newer chemo therapies. Thankfully	 I have had no recurrence.I don't know if this is the information you want - if not	 come back and one of us will try and answer your questions.Hope your Mum soon feels better.Liz."	0.38823795318603516	2	0.21524959802627563	1	0	0	1	0.0
post_2196893	post_2195032	"Hi	The pathophysiology of breast cancer accepted at present is that it is n o more local pathology but a systemic disease. Hence there is no point in just addressing the local management	 and systemic burden should also be addressed. The surgery plays a role    in    eliminating the local tumour load. The systemic ones require chemotherapy or the hormonal therapy.Various factors decide the role of further management1. the hormone receptor status2 tumour histology and the grade3. margins of the resected specimen for clearanceAt this stage you would require a oncologist opinion for deciding further. Discuss with him about all treatment plans."	0	post_2195826	0.0	"P.S.Your Mum should also ask what the size of the tumour was	 the stage and grade.Liz."	0.36862125992774963	3	0.5506044626235962	2	0	0	2	0.0
post_2220161	post_2195032	"MAMOGRAMS CAUSE CANCER --http://www.newstarget.com/010886.html     MAMOGRAMS CAUSE CANCELady00712/10/07ALL    Cellular Zeolite...WHY ARE DOCTORS NOT USING THIS STUFF?    Instead of killing people with their toxic chemotheraphy and breaking peoples systems down then sending them home to die...its cruel.    Chemo is designed to give people hope that their doctors know what is right. Here are some statistics by two prominent Professors one an Oncologist	 the other a Radiologist.http://www.laetrile.com.au/otherpages/chemo1.htm--------------------where to purchase cellular zeolite online :-http://www.zeolitedirect.com/zeolite-products.phpCancer Strategy #1: Use Zeolite To Kill Cancer Cells...Without Harming Your BodyChemotherapy and radiation therapy tries to kill the cancerous cells. Unfortunately	 they often harm your body in the process. There are natural supplements that do a good job of killing cancerous cells	 but don't cause harm to your body. A few supplements do have potential to be toxic to the body	 and should probably just be used in conjunction with a naturopath or alternative doctor. These include cesium	 artemisia	 and B17. In this report you will learn only about completely safe cancer supplements that can be used with no supervision.You may well ask why 	 if a safe and natural product is able to kill cancer	 doesn't your doctor recommend it. Of course	 he probably doesn't know about it	 but even if he did	 he's not likely to use it.It's the nature of the medical/drug industry. Doctors use and recommend drugs that are approved in a process that costs hundreds of millions of dollars. The drug companies only make drugs that can be patented. That way they can sell them for huge mark-ups and have no competition.Lady00712/10/07ALL    Did you know that CAT SCANS are equivalent to 400 chest xrays in Radiation.Did you know that TAXOL kills veins and cripples the area where its been administered....Did you know that HERCEPTIN 2 gives your cardiotoxidity...weakens your HEART...TAXOL combined with HER2 Govt approved only if you take HER2 WITH TAXOL...wow    That sounds like blackmail..Their aim is to kill you one way or the other.Lady00712/10/07ALL    After feeling three lumps in my left breast last december 2006.    They did a mamogram(mammogram)on the breast and you could see the lumps quiet clear.    I then went on to have the biopsy which was via Ultra sound visual system by which you could see the lumps quiet clear again.    These lumps turned out to be grade 3 Cancer	 which had infected two lympnodes.     I then had surgery after nuclear dye had been administered to keep the Doc on track when removing my breast and finding all the supposed infected areas. The surgeon took 15 lympnodes plus the sentinal gland in this operation along with the whole breast removal.    It was the ongoing treatment that had me rather bewildered as to the system of which followed.    I was hit with AC x 4 Cyclophosphamide	 Amend	 Granistron	 Hydrochlorid	 and    Dexamethasone [sent my sugar levels sky high spent week in hospital with that] with maxalon to stabalize my system and diabetic 2 medications.    This was only in the first 4 treatments at 3 week intervals.    Then HER2 combined with TAXOL another 4 treatments...Now I am down onto HER2 on its own...My heart rate first up was 38% next 42% next 47% the next test is pending.    I have decided that if the heart does not come up over 50% next test that my treatment should be stopped.    I need an opinion here?Lady00712/10/07ALL    To my way of thinking my breast should have been hit with radiation to shrink the cancer berfore surgery was administered.    Thus giving a more direct approach to the cancer via the surgeon.    Then when the wound was healed I should have been hit again with radiation.    Then to complete the process of doses of HER2 on its own....In my opinion...too many mistakes have been made on this problem with not enough thought gone into it...I also need an opionion here?Lady00712/11/07ALL    http://www.nexusmagazine.com/articles/doctoring1.htmlCORRUPT PHARMACEUTICAL INDUSTRY.    They pay big money to keep us sick with medicines	 that in the long term kill us.Lady00712/11/07ALL    THE THINGS DOCTORS DONT TELL YOU ABOUT HER2http://www.breastcancer.org/research_herceptin.htmlHerceptin with chemotherapyIn the other studies	 women with metastatic disease got even better results when they took Herceptin together with the chemotherapy drugs Taxol or Adriamycin (chemical name: doxorubicin) plus Cytoxan (chemical name: cyclophosphamide). These drug combinations shrank the tumors of nearly half the women (45%) treated. In contrast	 less than one third (29%) of those women who received chemotherapy alone had a similar response. When Herceptin was added to the chemotherapy	 it boosted survival by an average of 5 months compared to chemotherapy alone.A small number of the women taking the combination of Herceptin and Adriamycin had significant heart problems	 including congestive heart failure. This is a condition in which the heart is unable to pump effectively. Adriamycin was blamed for most of this effect. Herceptin on its own rarely causes heart damage. But the two drugs given together resulted in more heart damage than expected. For this reason	 the combination of Herceptin and Adriamycin is no longer recommended.Navelbine chemotherapy combined with Herceptin has also been studied recently in clinical trials.----------------------------------------------Serious heart side effectsResearch News:Preliminary results from the HERA Trial: Herceptin Taken Less Frequently at Higher Doses Does Not Increase Risk of Heart Damage Less commonly	 Herceptin can damage the heart's ability to pump blood effectively. Find out more about the benefits and side effects of Herceptin. Rarely (about 5% of the time)	 the heart damage is bad enough that women experience stroke or life-threatening congestive heart failure_  À_a condition in which the heart can't pump effectively. Slightly more often (about 7% of the time)	 Herceptin causes mild heart failure.Women who experience mild or more serious heart damage can stop taking Herceptin and start taking heart-strengthening medications. This often brings heart function back to normal.While heart damage can be more severe when Herceptin is given along with other chemotherapy drugs known to cause heart damage	 including Adriamycin (chemical name: doxorubicin) and possibly other drugs like it.Taking Herceptin with the chemotherapy drug Taxol (chemical name: paclitaxel) does not increase your risk of severe heart damage. Studies have shown that this combination causes only slightly more mild heart damage than Herceptin alone. Women in clinical trials who are receiving Herceptin plus Taxol are being watched very closely for this effect.Testing your heart before and during Herceptin treatmentBefore starting Herceptin therapy	 you should have an echocardiogram or a MUGA scan to check how well your heart is functioning.An echocardiogram uses sound waves to take detailed pictures of the heart as it pumps blood. For this quick test	 you lie still for a few minutes while a device that gives off sound waves is briefly placed on your ribs	 over your heart. There is no radiation exposure with this tes"	1	post_2196893	0.0	"Hi	The pathophysiology of breast cancer accepted at present is that it is n o more local pathology but a systemic disease. Hence there is no point in just addressing the local management	 and systemic burden should also be addressed. The surgery plays a role    in    eliminating the local tumour load. The systemic ones require chemotherapy or the hormonal therapy.Various factors decide the role of further management1. the hormone receptor status2 tumour histology and the grade3. margins of the resected specimen for clearanceAt this stage you would require a oncologist opinion for deciding further. Discuss with him about all treatment plans."	0.45744788646698	4	0.6735044717788696	2	1	0	2	25.0
post_2220209	post_2195032	"ALTERNATIVE MEDICINEHere is another treatment B17 Laetril...http://www.laetrile.com.au/Here are some testimonies in Australia..see link below.http://www.laetrile.com.au/testimon/testimpage1.htmhttp://www.laetrile.com.au/copy.asp?sect=q2&page=drsIn 1962	 Dr. John Morrone reported his results from using Laetrile with 10 patients suffering from ""inoperable cancer."" The treatments ranged from 4 to 43 weeks in length	 and a range of 9 to 133 gms Laetrile was given through intravenous injections. Morrone concluded his report: ""The use of Laetrile... in 10 cases of inoperable cancer	 all with metastases	 provided dramatic relief of pain	 discontinuance of narcotics	 control of fetor [stench from a tumor]	 improved appetite	 and reduction of adenopathy [swollen lymph nodes]. The results suggest regression of the malignant lesion.... No other side effects [other than transient episodes of low blood pressure] were noted except slight itching and a sensation of heat in the affected areas	 which was transitory in all cases.""All about Cellular Zeolite -- http://www.cancerfightingstrategies.com/zeolite.html"	1	post_2220161	1.0	"MAMOGRAMS CAUSE CANCER --http://www.newstarget.com/010886.html     MAMOGRAMS CAUSE CANCELady00712/10/07ALL    Cellular Zeolite...WHY ARE DOCTORS NOT USING THIS STUFF?    Instead of killing people with their toxic chemotheraphy and breaking peoples systems down then sending them home to die...its cruel.    Chemo is designed to give people hope that their doctors know what is right. Here are some statistics by two prominent Professors one an Oncologist	 the other a Radiologist.http://www.laetrile.com.au/otherpages/chemo1.htm--------------------where to purchase cellular zeolite online :-http://www.zeolitedirect.com/zeolite-products.phpCancer Strategy #1: Use Zeolite To Kill Cancer Cells...Without Harming Your BodyChemotherapy and radiation therapy tries to kill the cancerous cells. Unfortunately	 they often harm your body in the process. There are natural supplements that do a good job of killing cancerous cells	 but don't cause harm to your body. A few supplements do have potential to be toxic to the body	 and should probably just be used in conjunction with a naturopath or alternative doctor. These include cesium	 artemisia	 and B17. In this report you will learn only about completely safe cancer supplements that can be used with no supervision.You may well ask why 	 if a safe and natural product is able to kill cancer	 doesn't your doctor recommend it. Of course	 he probably doesn't know about it	 but even if he did	 he's not likely to use it.It's the nature of the medical/drug industry. Doctors use and recommend drugs that are approved in a process that costs hundreds of millions of dollars. The drug companies only make drugs that can be patented. That way they can sell them for huge mark-ups and have no competition.Lady00712/10/07ALL    Did you know that CAT SCANS are equivalent to 400 chest xrays in Radiation.Did you know that TAXOL kills veins and cripples the area where its been administered....Did you know that HERCEPTIN 2 gives your cardiotoxidity...weakens your HEART...TAXOL combined with HER2 Govt approved only if you take HER2 WITH TAXOL...wow    That sounds like blackmail..Their aim is to kill you one way or the other.Lady00712/10/07ALL    After feeling three lumps in my left breast last december 2006.    They did a mamogram(mammogram)on the breast and you could see the lumps quiet clear.    I then went on to have the biopsy which was via Ultra sound visual system by which you could see the lumps quiet clear again.    These lumps turned out to be grade 3 Cancer	 which had infected two lympnodes.     I then had surgery after nuclear dye had been administered to keep the Doc on track when removing my breast and finding all the supposed infected areas. The surgeon took 15 lympnodes plus the sentinal gland in this operation along with the whole breast removal.    It was the ongoing treatment that had me rather bewildered as to the system of which followed.    I was hit with AC x 4 Cyclophosphamide	 Amend	 Granistron	 Hydrochlorid	 and    Dexamethasone [sent my sugar levels sky high spent week in hospital with that] with maxalon to stabalize my system and diabetic 2 medications.    This was only in the first 4 treatments at 3 week intervals.    Then HER2 combined with TAXOL another 4 treatments...Now I am down onto HER2 on its own...My heart rate first up was 38% next 42% next 47% the next test is pending.    I have decided that if the heart does not come up over 50% next test that my treatment should be stopped.    I need an opinion here?Lady00712/10/07ALL    To my way of thinking my breast should have been hit with radiation to shrink the cancer berfore surgery was administered.    Thus giving a more direct approach to the cancer via the surgeon.    Then when the wound was healed I should have been hit again with radiation.    Then to complete the process of doses of HER2 on its own....In my opinion...too many mistakes have been made on this problem with not enough thought gone into it...I also need an opionion here?Lady00712/11/07ALL    http://www.nexusmagazine.com/articles/doctoring1.htmlCORRUPT PHARMACEUTICAL INDUSTRY.    They pay big money to keep us sick with medicines	 that in the long term kill us.Lady00712/11/07ALL    THE THINGS DOCTORS DONT TELL YOU ABOUT HER2http://www.breastcancer.org/research_herceptin.htmlHerceptin with chemotherapyIn the other studies	 women with metastatic disease got even better results when they took Herceptin together with the chemotherapy drugs Taxol or Adriamycin (chemical name: doxorubicin) plus Cytoxan (chemical name: cyclophosphamide). These drug combinations shrank the tumors of nearly half the women (45%) treated. In contrast	 less than one third (29%) of those women who received chemotherapy alone had a similar response. When Herceptin was added to the chemotherapy	 it boosted survival by an average of 5 months compared to chemotherapy alone.A small number of the women taking the combination of Herceptin and Adriamycin had significant heart problems	 including congestive heart failure. This is a condition in which the heart is unable to pump effectively. Adriamycin was blamed for most of this effect. Herceptin on its own rarely causes heart damage. But the two drugs given together resulted in more heart damage than expected. For this reason	 the combination of Herceptin and Adriamycin is no longer recommended.Navelbine chemotherapy combined with Herceptin has also been studied recently in clinical trials.----------------------------------------------Serious heart side effectsResearch News:Preliminary results from the HERA Trial: Herceptin Taken Less Frequently at Higher Doses Does Not Increase Risk of Heart Damage Less commonly	 Herceptin can damage the heart's ability to pump blood effectively. Find out more about the benefits and side effects of Herceptin. Rarely (about 5% of the time)	 the heart damage is bad enough that women experience stroke or life-threatening congestive heart failure_  À_a condition in which the heart can't pump effectively. Slightly more often (about 7% of the time)	 Herceptin causes mild heart failure.Women who experience mild or more serious heart damage can stop taking Herceptin and start taking heart-strengthening medications. This often brings heart function back to normal.While heart damage can be more severe when Herceptin is given along with other chemotherapy drugs known to cause heart damage	 including Adriamycin (chemical name: doxorubicin) and possibly other drugs like it.Taking Herceptin with the chemotherapy drug Taxol (chemical name: paclitaxel) does not increase your risk of severe heart damage. Studies have shown that this combination causes only slightly more mild heart damage than Herceptin alone. Women in clinical trials who are receiving Herceptin plus Taxol are being watched very closely for this effect.Testing your heart before and during Herceptin treatmentBefore starting Herceptin therapy	 you should have an echocardiogram or a MUGA scan to check how well your heart is functioning.An echocardiogram uses sound waves to take detailed pictures of the heart as it pumps blood. For this quick test	 you lie still for a few minutes while a device that gives off sound waves is briefly placed on your ribs	 over your heart. There is no radiation exposure with this tes"	0.5426079034805298	5	0.5910707712173462	2	2	1	2	40.0
post_2243588	post_2195032	"Hi	 I'm Yenny's brother. Thanks for the quick response and interest you all show	 we really appreciate that.Here's the pathology report	 verbatim	 for what it's worth:Diagnosis:Breast; Left	 Infiltrating carcinoma- Estrogen Receptor: POSITIVE* Associated with relatively favorable outcome and responsiveness to hormonal therapy* Proportion score = 4/5* Intensity score = 3/3- Progesterone Receptor: POSITIVE* Associated with relatively favorable outcome and increased responsiveness to hormonal therapy* Proportion score = 2/5* Intensity score = 2/3- erbB2/Her2 Over-expression: INDETERMINATE* HercepTest score = 2+Thanks in advance for the time and effort	Dario."	0	post_2220209	1.0	"ALTERNATIVE MEDICINEHere is another treatment B17 Laetril...http://www.laetrile.com.au/Here are some testimonies in Australia..see link below.http://www.laetrile.com.au/testimon/testimpage1.htmhttp://www.laetrile.com.au/copy.asp?sect=q2&page=drsIn 1962	 Dr. John Morrone reported his results from using Laetrile with 10 patients suffering from ""inoperable cancer."" The treatments ranged from 4 to 43 weeks in length	 and a range of 9 to 133 gms Laetrile was given through intravenous injections. Morrone concluded his report: ""The use of Laetrile... in 10 cases of inoperable cancer	 all with metastases	 provided dramatic relief of pain	 discontinuance of narcotics	 control of fetor [stench from a tumor]	 improved appetite	 and reduction of adenopathy [swollen lymph nodes]. The results suggest regression of the malignant lesion.... No other side effects [other than transient episodes of low blood pressure] were noted except slight itching and a sensation of heat in the affected areas	 which was transitory in all cases.""All about Cellular Zeolite -- http://www.cancerfightingstrategies.com/zeolite.html"	0.4269629120826721	6	0.3899005055427551	3	2	2	3	33.33333333333333
post_2327706	post_2195032	"Hi	 it's me again. Just checking if there's anything you people can tell us about the info I posted in the previous post.Thanks in advance!Dario."	0	post_2243588	0.0	"Hi	 I'm Yenny's brother. Thanks for the quick response and interest you all show	 we really appreciate that.Here's the pathology report	 verbatim	 for what it's worth:Diagnosis:Breast; Left	 Infiltrating carcinoma- Estrogen Receptor: POSITIVE* Associated with relatively favorable outcome and responsiveness to hormonal therapy* Proportion score = 4/5* Intensity score = 3/3- Progesterone Receptor: POSITIVE* Associated with relatively favorable outcome and increased responsiveness to hormonal therapy* Proportion score = 2/5* Intensity score = 2/3- erbB2/Her2 Over-expression: INDETERMINATE* HercepTest score = 2+Thanks in advance for the time and effort	Dario."	0.026568153873085976	7	0.09789486974477768	4	2	0	4	28.57142857142857
post_2328536	post_2195032	"Hi.Do you know exactly your mother's breast cancer stage?If not	 take a look at the pathology report and see the tumor size and nodal status. Also	 were there other diagnostic examinations done previously	 like CT scan of the chest and abdomen?Depending on the stage	 a patient may undergo surgery	 radiotherapy	 or systemic treatments like hormonal therapy and chemotherapy	 either alone or in combination.I suggest you seek consult with an oncologist and ask for treatment options.Please do give updates.Good luck."	0	post_2327706	0.0	"Hi	 it's me again. Just checking if there's anything you people can tell us about the info I posted in the previous post.Thanks in advance!Dario."	0.10043977946043015	8	0.6231772899627686	5	2	0	5	25.0
post_1490782	post_1490781	"The abdominal CT scan and ultrasound is a pretty comprehensive start.    Further evaluation of the gallbladder can be done with a HIDA scan with CCK stimulation.    This would look for the gallbladder ejection fraction.    If low	 removal of the gallbladder can help the symptoms.If negative	 you can consider further evaluation of the upper digestive tract.    This can be done with an upper endoscopy	 looking for an ulcer	 inflammation or GERD.If the liver enzymes persist to be at least 3x the upper limit of normal	 a liver biopsy can be considered.These options can be discussed with your personal physician.Followup with your personal physician is essential.This answer is not intended as and does not substitute for medical advice - the information presented is for patient education only. Please see your personal physician for further evaluation of your individual case.Kevin	 M.D.kevinmd_"	0					1	0.4373530149459839	0	0	999	0	0.0
post_1521987	post_1490781	"Hi All	I just saw my OB this past Friday to review the results of my labs. My history; I'm 27	 5'2	 and 230lbs (I know :() BUT	 I am working on it... I have lost 15 lbs in 3 months by exercising and eating better. I'm going to my OB because my husband and I are trying to have a baby. Long story short	 my ALT level was 111 and my OB told me that she wanted me to see a liver specialist because those levels concerned her! She mentioned something about a liver biopsy. Ever since this comment I have had severe anxiety and stress. Can anyone let me know what I should expect and what is really going on. Oh and by the way I don't drink	 don't smoke	 or do drugs. Please help if you can."	0	post_1490782	0.0	"The abdominal CT scan and ultrasound is a pretty comprehensive start.    Further evaluation of the gallbladder can be done with a HIDA scan with CCK stimulation.    This would look for the gallbladder ejection fraction.    If low	 removal of the gallbladder can help the symptoms.If negative	 you can consider further evaluation of the upper digestive tract.    This can be done with an upper endoscopy	 looking for an ulcer	 inflammation or GERD.If the liver enzymes persist to be at least 3x the upper limit of normal	 a liver biopsy can be considered.These options can be discussed with your personal physician.Followup with your personal physician is essential.This answer is not intended as and does not substitute for medical advice - the information presented is for patient education only. Please see your personal physician for further evaluation of your individual case.Kevin	 M.D.kevinmd_"	0.41335824131965637	2	0.4049583375453949	1	0	0	1	0.0
post_1522154	post_1490781	"concerning excess stomach acid	 I think too little attention has been given to the side effects of fluoride ingestion -- specifically hydrofluosilisic acid that is added to many community water and in many processed beverages.Studies in USDHS Toxicological Profile reveal acid reflux	 heartburn and stomach irritation among several adverse side effects of too much fluoride	 which is indeed an acid.Calcium is protective of harmful effects of fluoride	 and	 found in nature	 fluoride is usually combined with calcium.    But added to water	 and in processed foods	 it does not have this protection.I got off of fluoride 20 years ago -- i don't cook with tap water either	 because cooking with it concentrates the fluoride.My doctor prescribed an enzyme combination called Inflazyme Forte to help with my digestive problems after years of abuse from fluoride and antibiotics.I used to have horrible symptoms and am now symptom-free.Also Nature's Sunshne herbs has several good healing combinatins for ulcer etc	 which actually heal	 rather than just dealing (poorly	 to boot) with symptoms as tagamet and other petroleum-base synthetic pharmaceutical products do.just thought i'd toss this out there to chew on.speakng of which	 chewing on Solaray Papaya Plus is much better than Tums.siouxsy"	1	post_1521987	0.0	"Hi All	I just saw my OB this past Friday to review the results of my labs. My history; I'm 27	 5'2	 and 230lbs (I know :() BUT	 I am working on it... I have lost 15 lbs in 3 months by exercising and eating better. I'm going to my OB because my husband and I are trying to have a baby. Long story short	 my ALT level was 111 and my OB told me that she wanted me to see a liver specialist because those levels concerned her! She mentioned something about a liver biopsy. Ever since this comment I have had severe anxiety and stress. Can anyone let me know what I should expect and what is really going on. Oh and by the way I don't drink	 don't smoke	 or do drugs. Please help if you can."	0.3215489685535431	3	0.40715086460113525	1	1	0	1	33.33333333333333
post_1402318	post_1389082	How is your water intake ? Do you drink 6-8 glasses of water each day ?	0					1	0.27918994426727295	0	0	999	0	0.0
post_1402321	post_1389082	"Not that much every day	 but water is all I drink (with the ocasional hot chocolate	 haha).    I've stopped drinking sugary drinks and the such a while back.    But even when I drink loads of water	 I still get these symptoms.~ Heatherxx"	0	post_1402318	0.0	How is your water intake ? Do you drink 6-8 glasses of water each day ?	0.4872259795665741	2	0.31368839740753174	1	0	0	1	0.0
post_1402322	post_1389082	"Do you take a very hot shower?    If so maybe the heat/steam can affect you somehow?    Not sure though	 just a suggestion."	0	post_1402321	0.0	"Not that much every day	 but water is all I drink (with the ocasional hot chocolate	 haha).    I've stopped drinking sugary drinks and the such a while back.    But even when I drink loads of water	 I still get these symptoms.~ Heatherxx"	0.28697139024734497	3	0.42583584785461426	2	0	0	2	0.0
post_1402327	post_1389082	"Nope.    I used to take really hot showers	 but now mine are just warm and then I eventually turn it down to a cooler temperature when I rinse my hair.~ Heatherxx"	0	post_1402322	0.0	"Do you take a very hot shower?    If so maybe the heat/steam can affect you somehow?    Not sure though	 just a suggestion."	0.36895066499710083	4	0.35213467478752136	3	0	0	3	0.0
post_1402328	post_1389082	"Hello	I am new to this site today. I too	 get weak in the shower	 also tried not so hot water. Still get weak	 sometimes have to hold on	 haven't had to sit yet. So	 i hurry 	 as fast as i can	 & get out of there. I get worse	 lowering myself in the tub of warm water too tho. I do not know why either. Take care & God bless . Patricia"	0	post_1402327	0.0	"Nope.    I used to take really hot showers	 but now mine are just warm and then I eventually turn it down to a cooler temperature when I rinse my hair.~ Heatherxx"	0.44634830951690674	5	0.41230687499046326	4	0	0	4	0.0
post_1402341	post_1389082	The only other thing I can think of is asking you guys if you get enough salt in your diet ?	0	post_1402328	0.0	"Hello	I am new to this site today. I too	 get weak in the shower	 also tried not so hot water. Still get weak	 sometimes have to hold on	 haven't had to sit yet. So	 i hurry 	 as fast as i can	 & get out of there. I get worse	 lowering myself in the tub of warm water too tho. I do not know why either. Take care & God bless . Patricia"	0.09073175489902496	6	0.20596227049827576	5	0	0	5	0.0
post_1402345	post_1389082	"I think platelet girl may have hit the nail on the head!    According to a website I found	 symptoms of lack of salt include:""Dizziness - fainting - muscle cramps when not exercising	 feeling faint in the shower * and more.....Note : feeling faint in the shower * - Hot water opens the capillaries and the water reserves in the body do not reach the brain.""Try drinking an electrolyte replinishing drink (gatorade etc.) and see if that helps."	0	post_1402341	0.0	The only other thing I can think of is asking you guys if you get enough salt in your diet ?	0.2612833082675934	7	0.6388009190559387	6	0	0	6	0.0
post_1402346	post_1389082	"I just wanted to add	 that if you have an electolyte imbalance	 drinking ""loads of water"" will NOT solve this problem.    In fact	 it can make things worse and can lead to very serious condition called hyponatremia if certain conditions are met (I doubt they apply in your case).http://en.wikipedia.org/wiki/Hyponatremia"	0	post_1402345	0.0	"I think platelet girl may have hit the nail on the head!    According to a website I found	 symptoms of lack of salt include:""Dizziness - fainting - muscle cramps when not exercising	 feeling faint in the shower * and more.....Note : feeling faint in the shower * - Hot water opens the capillaries and the water reserves in the body do not reach the brain.""Try drinking an electrolyte replinishing drink (gatorade etc.) and see if that helps."	0.46117714047431946	8	0.37334468960762024	7	0	0	7	0.0
